hour,day_of_week,is_school_day,is_arrival_time,is_dismissal_time,weather_condition,precipitation,visibility_level,road_id,start_node,end_node,num_lanes,speed_limit,distance_km,is_intersection,neighborhood_id,neighborhood_population,working_population_pct,students_population,distance_to_school_m,crosswalk_present,crossing_guard_present,traffic_volume,average_speed,congestion_level,accident_risk
0,0,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N5,7139,0.6,974,518,1,0,36,31.0,LOW,LOW
0,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N0,8238,0.48,1159,643,0,0,34,16.5,LOW,LOW
0,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N2,3839,0.62,958,1475,0,0,28,18.0,LOW,LOW
0,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N1,5253,0.51,542,747,1,0,27,33.2,LOW,LOW
0,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N6,4628,0.63,1118,1038,0,0,21,34.8,LOW,LOW
0,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N4,3244,0.47,638,1201,0,0,15,31.2,LOW,LOW
0,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N4,3244,0.47,638,371,1,0,18,30.5,LOW,LOW
0,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N6,4628,0.63,1118,1900,0,0,30,17.5,LOW,LOW
0,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N6,4628,0.63,1118,683,1,0,26,18.5,LOW,LOW
0,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N1,5253,0.51,542,1807,1,0,23,29.2,LOW,LOW
0,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N5,7139,0.6,974,1467,0,0,35,26.2,LOW,LOW
0,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N0,8238,0.48,1159,1898,0,0,33,16.8,LOW,LOW
0,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N6,4628,0.63,1118,336,1,0,23,19.2,LOW,LOW
0,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N5,7139,0.6,974,657,0,0,29,32.8,LOW,LOW
0,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N7,7464,0.55,859,1569,0,0,34,31.5,LOW,LOW
0,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N1,5253,0.51,542,1507,0,0,28,18.0,LOW,LOW
0,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N5,7139,0.6,974,614,1,0,34,16.5,LOW,LOW
0,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N1,5253,0.51,542,1399,0,0,19,30.2,LOW,LOW
0,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N4,3244,0.47,638,190,1,0,25,28.8,LOW,LOW
0,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N0,8238,0.48,1159,1679,1,0,24,29.0,LOW,LOW
0,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N5,7139,0.6,974,430,1,0,30,27.5,LOW,LOW
0,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N3,3712,0.6,432,1248,1,0,30,22.5,LOW,LOW
0,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N4,3244,0.47,638,254,0,0,12,27.0,LOW,LOW
0,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N2,3839,0.62,958,1809,0,0,20,20.0,LOW,LOW
0,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N1,5253,0.51,542,980,0,0,29,17.8,LOW,LOW
0,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N4,3244,0.47,638,731,0,0,16,36.0,LOW,LOW
0,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N2,3839,0.62,958,1940,0,0,27,33.2,LOW,LOW
0,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N6,4628,0.63,1118,1496,0,0,30,17.5,LOW,LOW
0,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N1,5253,0.51,542,824,0,0,25,18.8,LOW,LOW
0,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N6,4628,0.63,1118,1995,0,0,32,32.0,LOW,LOW
0,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N0,8238,0.48,1159,1738,0,0,31,32.2,LOW,LOW
0,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N6,4628,0.63,1118,150,1,0,24,19.0,LOW,LOW
0,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N6,4628,0.63,1118,1702,1,0,24,19.0,LOW,LOW
0,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N5,7139,0.6,974,646,0,0,39,20.2,LOW,LOW
0,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N1,5253,0.51,542,883,0,0,23,24.2,LOW,LOW
0,0,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N0,8238,0.48,1159,555,1,0,25,18.8,LOW,LOW
0,0,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N3,3712,0.6,432,816,1,0,22,19.5,LOW,LOW
0,0,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N7,7464,0.55,859,556,0,0,34,16.5,LOW,LOW
0,0,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N2,3839,0.62,958,916,0,0,16,21.0,LOW,LOW
1,0,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N0,8238,0.48,1159,819,1,0,26,33.5,LOW,LOW
1,0,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N4,3244,0.47,638,156,1,0,24,34.0,LOW,LOW
1,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N5,7139,0.6,974,465,1,0,29,17.8,LOW,LOW
1,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N5,7139,0.6,974,322,0,0,34,16.5,LOW,LOW
1,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N1,5253,0.51,542,1592,1,0,31,32.2,LOW,LOW
1,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N5,7139,0.6,974,1341,1,0,36,31.0,LOW,LOW
1,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N3,3712,0.6,432,1942,1,0,19,30.2,LOW,LOW
1,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N7,7464,0.55,859,190,1,0,31,27.2,LOW,LOW
1,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N3,3712,0.6,432,1164,0,0,29,17.8,LOW,LOW
1,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N7,7464,0.55,859,983,1,0,31,17.2,LOW,LOW
1,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N2,3839,0.62,958,1376,1,0,18,30.5,LOW,LOW
1,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N4,3244,0.47,638,1574,0,0,22,29.5,LOW,LOW
1,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N1,5253,0.51,542,1465,1,0,27,18.2,LOW,LOW
1,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N7,7464,0.55,859,924,1,0,38,15.5,LOW,LOW
1,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N6,4628,0.63,1118,492,0,0,28,33.0,LOW,LOW
1,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N1,5253,0.51,542,1487,1,0,31,32.2,LOW,LOW
1,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N4,3244,0.47,638,931,1,0,17,20.8,LOW,LOW
1,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N5,7139,0.6,974,687,1,0,26,18.5,LOW,LOW
1,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N1,5253,0.51,542,1709,1,0,24,29.0,LOW,LOW
1,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N3,3712,0.6,432,1004,1,0,26,28.5,LOW,LOW
1,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N0,8238,0.48,1159,1146,0,0,38,25.5,LOW,LOW
1,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N7,7464,0.55,859,1449,0,0,40,25.0,MEDIUM,MEDIUM
1,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N2,3839,0.62,958,1155,1,0,18,25.5,LOW,LOW
1,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N4,3244,0.47,638,1776,0,0,22,24.5,LOW,LOW
1,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N3,3712,0.6,432,560,1,0,23,19.2,LOW,LOW
1,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N7,7464,0.55,859,150,0,0,31,17.2,LOW,LOW
1,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N5,7139,0.6,974,1073,0,0,27,33.2,LOW,LOW
1,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N4,3244,0.47,638,948,1,0,14,36.5,LOW,LOW
1,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N6,4628,0.63,1118,1112,1,0,25,18.8,LOW,LOW
1,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N4,3244,0.47,638,402,0,0,24,19.0,LOW,LOW
1,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N2,3839,0.62,958,1694,0,0,16,36.0,LOW,LOW
1,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N6,4628,0.63,1118,460,0,0,32,32.0,LOW,LOW
1,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N3,3712,0.6,432,1241,0,0,30,17.5,LOW,LOW
1,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N5,7139,0.6,974,1034,0,0,33,16.8,LOW,LOW
1,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N2,3839,0.62,958,1467,1,0,20,25.0,LOW,LOW
1,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N5,7139,0.6,974,1354,1,0,36,21.0,LOW,LOW
1,0,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N4,3244,0.47,638,1937,1,0,25,18.8,LOW,LOW
1,0,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N4,3244,0.47,638,1021,1,0,17,20.8,LOW,LOW
1,0,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N1,5253,0.51,542,1820,0,0,26,18.5,LOW,LOW
1,0,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N2,3839,0.62,958,1383,1,0,24,19.0,LOW,LOW
1,0,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N6,4628,0.63,1118,1561,0,0,33,31.8,LOW,LOW
1,0,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N4,3244,0.47,638,656,0,0,21,34.8,LOW,LOW
1,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N3,3712,0.6,432,1928,1,0,26,18.5,LOW,LOW
1,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N3,3712,0.6,432,408,0,0,18,20.5,LOW,LOW
1,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N6,4628,0.63,1118,1521,1,0,26,33.5,LOW,LOW
1,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N1,5253,0.51,542,231,0,0,22,34.5,LOW,LOW
1,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N1,5253,0.51,542,777,1,0,31,27.2,LOW,LOW
1,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N7,7464,0.55,859,227,1,0,39,25.2,LOW,LOW
1,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N4,3244,0.47,638,897,1,0,18,20.5,LOW,LOW
1,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N7,7464,0.55,859,1076,1,0,25,18.8,LOW,LOW
1,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N2,3839,0.62,958,711,1,0,16,31.0,LOW,LOW
1,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N7,7464,0.55,859,1202,1,0,37,25.8,LOW,LOW
1,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N1,5253,0.51,542,549,1,0,25,18.8,LOW,LOW
1,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N2,3839,0.62,958,1094,1,0,24,19.0,LOW,LOW
1,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N0,8238,0.48,1159,788,1,0,24,34.0,LOW,LOW
1,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N0,8238,0.48,1159,1821,0,0,36,31.0,LOW,LOW
1,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N4,3244,0.47,638,1374,0,0,26,18.5,LOW,LOW
1,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N7,7464,0.55,859,1312,1,0,25,18.8,LOW,LOW
1,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N2,3839,0.62,958,1416,0,0,16,31.0,LOW,LOW
1,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N3,3712,0.6,432,1875,0,0,29,27.8,LOW,LOW
1,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N4,3244,0.47,638,202,0,0,26,28.5,LOW,LOW
1,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N1,5253,0.51,542,770,1,0,26,28.5,LOW,LOW
1,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N5,7139,0.6,974,769,1,0,32,22.0,LOW,LOW
1,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N3,3712,0.6,432,669,1,0,26,23.5,LOW,LOW
1,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N3,3712,0.6,432,1809,1,0,29,17.8,LOW,LOW
1,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N6,4628,0.63,1118,139,1,0,21,19.8,LOW,LOW
1,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N7,7464,0.55,859,559,1,0,26,33.5,LOW,LOW
1,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N1,5253,0.51,542,1644,0,0,20,35.0,LOW,LOW
1,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N6,4628,0.63,1118,508,0,0,19,20.2,LOW,LOW
1,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N0,8238,0.48,1159,588,0,0,24,19.0,LOW,LOW
1,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N0,8238,0.48,1159,1471,1,0,28,33.0,LOW,LOW
1,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N3,3712,0.6,432,1052,0,0,19,35.2,LOW,LOW
1,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N7,7464,0.55,859,443,1,0,33,16.8,LOW,LOW
1,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N6,4628,0.63,1118,737,0,0,22,19.5,LOW,LOW
1,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N2,3839,0.62,958,738,0,0,19,25.2,LOW,LOW
1,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N4,3244,0.47,638,1564,1,0,24,24.0,LOW,LOW
1,0,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N7,7464,0.55,859,1312,0,0,31,17.2,LOW,LOW
1,0,1,0,0,clear,0,high,R18,N5,N7,1,25,2.81,1,N5,7139,0.6,974,1527,0,0,33,16.8,LOW,LOW
1,0,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N3,3712,0.6,432,1730,0,0,25,18.8,LOW,LOW
1,0,1,0,0,clear,0,high,R19,N3,N0,1,25,0.53,1,N2,3839,0.62,958,1191,1,0,17,20.8,LOW,LOW
2,0,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N0,8238,0.48,1159,1136,0,0,35,31.2,LOW,LOW
2,0,1,0,0,clear,0,high,R0,N4,N0,1,40,1.22,0,N5,7139,0.6,974,1839,0,0,36,31.0,LOW,LOW
2,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N0,8238,0.48,1159,316,1,0,37,15.8,LOW,LOW
2,0,1,0,0,clear,0,high,R1,N3,N5,1,25,1.33,1,N2,3839,0.62,958,1401,1,0,29,17.8,LOW,LOW
2,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N4,3244,0.47,638,991,0,0,26,33.5,LOW,LOW
2,0,1,0,0,clear,0,high,R2,N5,N4,1,40,1.75,1,N0,8238,0.48,1159,1361,1,0,29,32.8,LOW,LOW
2,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N4,3244,0.47,638,992,1,0,27,28.2,LOW,LOW
2,0,1,0,0,clear,0,high,R3,N1,SCHOOL,2,35,1.86,0,N1,5253,0.51,542,1844,1,0,26,28.5,LOW,LOW
2,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N7,7464,0.55,859,671,0,0,32,17.0,LOW,LOW
2,0,1,0,0,clear,0,high,R4,N0,N3,2,25,2.61,0,N5,7139,0.6,974,1636,0,0,40,15.0,MEDIUM,LOW
2,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N1,5253,0.51,542,788,1,0,32,27.0,LOW,LOW
2,0,1,0,0,clear,0,high,R5,N6,N4,2,35,0.74,1,N3,3712,0.6,432,1842,1,0,16,31.0,LOW,LOW
2,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N6,4628,0.63,1118,1098,0,0,29,17.8,LOW,LOW
2,0,1,0,0,clear,0,high,R6,N3,N4,3,25,1.94,0,N6,4628,0.63,1118,1733,1,0,25,18.8,LOW,LOW
2,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N3,3712,0.6,432,672,1,0,24,34.0,LOW,LOW
2,0,1,0,0,clear,0,high,R7,N3,N2,2,40,1.03,0,N1,5253,0.51,542,1158,0,0,26,33.5,LOW,LOW
2,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N2,3839,0.62,958,594,0,0,22,19.5,LOW,LOW
2,0,1,0,0,clear,0,high,R8,N5,N0,1,25,2.47,1,N4,3244,0.47,638,1237,1,0,25,18.8,LOW,LOW
2,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N1,5253,0.51,542,1422,1,0,25,28.8,LOW,LOW
2,0,1,0,0,clear,0,high,R9,N4,N1,1,35,0.87,1,N7,7464,0.55,859,1723,1,0,40,25.0,MEDIUM,MEDIUM
2,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N0,8238,0.48,1159,702,0,0,24,29.0,LOW,LOW
2,0,1,0,0,clear,0,high,R10,N6,N7,1,35,0.68,1,N2,3839,0.62,958,1516,1,0,23,29.2,LOW,LOW
2,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N1,5253,0.51,542,1459,1,0,25,23.8,LOW,LOW
2,0,1,0,0,clear,0,high,R11,N6,N6,2,30,2.99,0,N5,7139,0.6,974,1233,1,0,37,20.8,LOW,LOW
2,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N6,4628,0.63,1118,1627,1,0,30,17.5,LOW,LOW
2,0,1,0,0,clear,0,high,R12,N7,N1,1,25,0.71,0,N1,5253,0.51,542,1539,1,0,28,18.0,LOW,LOW
2,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N2,3839,0.62,958,727,1,0,30,32.5,LOW,LOW
2,0,1,0,0,clear,0,high,R13,N6,N1,2,40,1.91,1,N4,3244,0.47,638,347,0,0,20,35.0,LOW,LOW
2,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N0,8238,0.48,1159,344,1,0,30,17.5,LOW,LOW
2,0,1,0,0,clear,0,high,R14,N4,SCHOOL,1,25,2.14,1,N4,3244,0.47,638,543,0,0,17,20.8,LOW,LOW
2,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N3,3712,0.6,432,1583,1,0,31,32.2,LOW,LOW
2,0,1,0,0,clear,0,high,R15,N5,N1,2,40,0.73,0,N6,4628,0.63,1118,1805,0,0,28,33.0,LOW,LOW
2,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N7,7464,0.55,859,565,1,0,31,17.2,LOW,LOW
2,0,1,0,0,clear,0,high,R16,N4,SCHOOL,1,25,2.65,1,N6,4628,0.63,1118,719,0,0,30,17.5,LOW,LOW
2,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N3,3712,0.6,432,661,0,0,16,26.0,LOW,LOW
2,0,1,0,0,clear,0,high,R17,N3,N2,2,30,1.76,0,N7,7464,0.55,859,1233,0,0,26,23.5,LOW,LOW
